  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 15.  16.  12.  13.   3.    3.   0.   0.   0.  24.   3.   4.   0.   3.   3.   0. 
  0.   0.   1.   1.   0.    0.   1.   1.  40.  21.  21.  28.   0.  21.  32.   0. 
  7.   7.   0.   0.   7.    7.   0.   0.   0.  18.  12.  14.  13.  12.  22.   0. 
 22.  23.   6.   7.  16.   16.   0.   0.   2.   5.   0.   6.   4.   0.   0.   2. 
  3.   4.   5.   6.   0.    0.   2.   2.  12.   8.   8.   5.   0.  14.   8.   0. 
 15.  15.   5.   5.  10.   10.   0.   0.   7.   0.   3.   2.   2.   5.   0.   2. 
  0.   0.   3.   4.   9.    9.  12.  13.  15.  26.   0.  15.  26.   0.  16.  15. 
 14.  15.   5.   5.   1.    1.   8.   8.   4.  18.   0.  14.   4.   0.   0.   4. 
 23.  23.   3.   3.   1.    1.  27.  28.   7.   0.   0.   3.   3.   0.   0.  12. 
 16.  16.  10.  10.   0.    0.  18.  18.  14.   9.  21.  14.  14.   0.   0.  14. 
 13.  13.   0.   0.   6.    7.  12.  13.   8.   0.   0.   8.   8.   0.  23.   8. 
  6.   7.   0.   1.   5.    5.  12.  12.  26.  26.  26.   0.   0.  26.  26.  23. 
 14.  14.   0.   0.   1.    1.  13.  13.   4.   3.   3.   5.   0.   3.   7.   0. 
  0.   0.  18.  18.  26.   27.  29.  30.   0.  10.  10.   0.  32.  10.  10.   4. 
  6.   6.  19.  20.  23.   24.   0.   0.   5.   0.   0.  12.  11.   0.   0.   5. 
  2.   2.   2.   3.   4.    5.   0.   0.  14.   0.   0.  20.  14.   3.   1.  14. 
  0.   0.  13.  13.  15.   16.   2.   3.   0.   0.   0.   0.   9.   0.   0.  14. 
  3.   4.   6.   7.  10.   10.   0.   0.   0.   3.  14.   0.  10.   3.   3.  24. 
  2.   3.  14.  15.   6.    6.   6.   6.   3.   0.  36.   3.  31.   0.   0.   3. 
 10.  10.   0.   0.   6.    6.   8.   8.  17.   0.   0.  17.  17.   0.   6.  17. 
  8.   8.   5.   6.  13.   14.   0.   0.   0.   6.   6.   0.   0.   6.   6.   5. 
  0.   0.  13.  13.  19.   20.  32.  33.   0.   4.   4.   0.  35.   4.   6.   0. 
  5.   6.  11.  11.   5.    6.   0.   0.   0.   1.   1.  15.  10.   1.   1.   0. 
 16.  16.   0.   0.  29.   29.  20.  21.   2.  14.   0.   2.   2.   0.   0.   6. 
  0.   0.  20.  21.  15.   15.   5.   6.   0.  12.  22.   0.   0.  22.  12.  14. 
 12.  12.   1.   1.   0.    0.  13.  13.   7.   0.  38.   6.   6.   0.   0.  28. 
 10.  10.  14.  15.   0.    0.  14.  15.   2.  14.   0.  18.   2.   0.   0.   2. 
 26.  26.  13.  13.   8.    8.   5.   5.   9.  22.  22.  20.   0.  22.  22.   0. 
  4.   5.   0.   0.   9.    9.   4.   5.   0.  28.  15.   0.   6.  15.  15.   2. 
 24.  25.   4.   4.   2.    3.  18.  18.  18.  19.  19.  30.   0.  19.  19.   0. 
 10.  10.  22.  23.   0.    0.  13.  14.  14.  16.   0.  22.  14.   0.   0.  14. 
  0.   0.   2.   2.   3.    3.   5.   5.   3.   1.   0.   3.  17.   0.   2.   3. 
  8.   9.   8.   8.   3.    4.   0.   0.   0.  14.  14.  10.  37.  14.  14.   0. 
  8.   8.   6.   6.  14.   14.   0.   0.   0.   9.   9.   8.   0.  19.  19.   0. 
  7.   7.  17.  17.  10.   10.   0.   1.   1.   0.  25.   1.   1.   5.   0.   1. 
 12.  12.  14.  14.  28.   28.   2.   2.   3.   0.   0.   3.  13.   0.  23.   3. 
  0.   0.  13.  13.   7.    7.   6.   6.   0.   2.  22.   0.  23.   2.   2.  10. 
  6.   6.  22.  22.  10.   10.   6.   6.   6.   0.   0.   8.   6.  25.   0.   6. 
  5.   6.   0.   0.   5.    6.   5.   5.   2.   4.   0.   2.   2.   0.   0.  10. 
  2.   2.   0.   0.   4.    4.   2.   2.  10.   2.   2.   0.   0.   8.  11.   0. 
  6.   7.   0.   0.   6.    6.   0.   1.   0.  24.  18.  13.   0.  18.  20.   0. 
 17.  17.   8.   8.   0.    0.   9.   9.  14.   1.  21.  14.  14.   0.   0.  14. 
  6.   7.   3.   3.   3.    3.   1.   1.   0.  10.   3.  23.   0.   3.   3.   0. 
  6.   7.  18.  18.   0.    0.  11.  12.   1.  17.   0.  25.  13.   0.   0.   1. 
  4.   4.  17.  18.   0.    0.  21.  22.  19.  11.  13.   0.   0.  11.  11.  30. 
